2008,01,03,50000.0
2008,01,04,49982.0
2008,01,07,49997.0
2008,01,08,49983.0
2008,01,09,49971.0
2008,01,10,49953.0
2008,01,11,49953.0
2008,01,14,49953.0
2008,01,15,49953.0
2008,01,16,49953.0
2008,01,17,49953.0
2008,01,18,49953.0
2008,01,22,49953.0
2008,01,23,49953.0
2008,01,24,49953.0
2008,01,25,49953.0
2008,01,28,49953.0
2008,01,29,49953.0
2008,01,30,49953.0
2008,01,31,49953.0
2008,02,01,49953.0
2008,02,04,49953.0
2008,02,05,49953.0
2008,02,06,49953.0
2008,02,07,49935.0
2008,02,08,49946.0
2008,02,11,49956.0
2008,02,12,49966.0
2008,02,13,50133.0
2008,02,14,50033.0
2008,02,15,50143.0
2008,02,19,50023.0
2008,02,20,50031.0
2008,02,21,49927.0
2008,02,22,49908.0
2008,02,25,50059.0
2008,02,26,50057.0
2008,02,27,50057.0
2008,02,28,50057.0
2008,02,29,50039.0
2008,03,03,50042.0
2008,03,04,50062.0
2008,03,05,50067.0
2008,03,06,50052.0
2008,03,07,50046.0
2008,03,10,50035.0
2008,03,11,50081.0
2008,03,12,50081.0
2008,03,13,50096.0
2008,03,14,50067.0
2008,03,17,50064.0
2008,03,18,50113.0
2008,03,19,50085.0
2008,03,20,50143.0
2008,03,24,50211.0
2008,03,25,50215.0
2008,03,26,50181.0
2008,03,27,50170.0
2008,03,28,50171.0
2008,03,31,50168.0
2008,04,01,50184.0
2008,04,02,50180.0
2008,04,03,50216.0
2008,04,04,50216.0
2008,04,07,50216.0
2008,04,08,50216.0
2008,04,09,50216.0
2008,04,10,50216.0
2008,04,11,50216.0
2008,04,14,50216.0
2008,04,15,50216.0
2008,04,16,50216.0
2008,04,17,50216.0
2008,04,18,50233.0
2008,04,21,50228.0
2008,04,22,50192.0
2008,04,23,50226.0
2008,04,24,50430.0
2008,04,25,50450.0
2008,04,28,50441.0
2008,04,29,50441.0
2008,04,30,50441.0
2008,05,01,50441.0
2008,05,02,50441.0
2008,05,05,50441.0
2008,05,06,50441.0
2008,05,07,50441.0
2008,05,08,50441.0
2008,05,09,50441.0
2008,05,12,50441.0
2008,05,13,50441.0
2008,05,14,50441.0
2008,05,15,50441.0
2008,05,16,50441.0
2008,05,19,50441.0
2008,05,20,50441.0
2008,05,21,50441.0
2008,05,22,50441.0
2008,05,23,50441.0
2008,05,27,50441.0
2008,05,28,50441.0
2008,05,29,50441.0
2008,05,30,50441.0
2008,06,02,50441.0
2008,06,03,50441.0
2008,06,04,50441.0
